comb_total_value,comb_number_of_invoices,comb_avg_invoice_value,comb_min_invoice_value,comb_max_invoice_value,comb_value_spread,comb_max_invoice_ratio,comb_min_invoice_ratio,comb_avg_invoice_ratio,comb_value_std,comb_overdue_count,comb_overdue_ratio,comb_avg_days_overdue,comb_max_days_overdue,comb_oldest_age,comb_newest_age,comb_age_spread,comb_avg_age,cust_num_payments,cust_avg_payment_amount,cust_avg_invoices_per_payment,cust_avg_days_overdue_hist,cust_pattern_overdue_pref,cust_pattern_highest_val_pref,cust_pattern_oldest_pref,interact_overdue_alignment,interact_value_alignment,interact_age_alignment,target_is_selected,payment_id,customer_id
5300.0,4.0,1325.0,200.0,2400.0,2200.0,0.4528301886792453,0.03773584905660377,0.25,869.9856320652658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.2465199515878462,-0.0,0,5001,41
5300.0,4.0,1325.0,300.0,2400.0,2100.0,0.4528301886792453,0.05660377358490566,0.25,855.4969316134336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.2465199515878462,-0.0,0,5001,41
5300.0,4.0,1325.0,700.0,2400.0,1700.0,0.4528301886792453,0.1320754716981132,0.25,675.9252917297887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.2465199515878462,-0.0,0,5001,41
5300.0,5.0,1060.0,300.0,2400.0,2100.0,0.4528301886792453,0.05660377358490566,0.2,773.5631842325487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.2465199515878462,-0.0,0,5001,41
5300.0,4.0,1325.0,200.0,2300.0,2100.0,0.4339622641509434,0.03773584905660377,0.25,858.4142356694698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1945816202716861,-0.0,0,5001,41
5300.0,4.0,1325.0,300.0,2300.0,2000.0,0.4339622641509434,0.05660377358490566,0.25,843.7268515343103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1945816202716861,-0.0,0,5001,41
5300.0,4.0,1325.0,300.0,2300.0,2000.0,0.4339622641509434,0.05660377358490566,0.25,807.3877630977571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1945816202716861,-0.0,0,5001,41
5300.0,4.0,1325.0,400.0,2300.0,1900.0,0.4339622641509434,0.07547169811320754,0.25,794.9056547792322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1945816202716861,-0.0,0,5001,41
5300.0,6.0,883.3333333333334,200.0,2300.0,2100.0,0.4339622641509434,0.03773584905660377,0.16666666666666669,747.0311610338323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1945816202716861,-0.0,0,5001,41
5300.0,3.0,1766.6666666666667,1400.0,2000.0,600.0,0.37735849056603776,0.2641509433962264,0.33333333333333337,262.46692913372704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.0387666263232054,-0.0,0,5001,41
5300.0,5.0,1060.0,200.0,2000.0,1800.0,0.37735849056603776,0.03773584905660377,0.2,752.5955088890712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.0387666263232054,-0.0,0,5001,41
5300.0,5.0,1060.0,300.0,2000.0,1700.0,0.37735849056603776,0.05660377358490566,0.2,739.1887445030532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.0387666263232054,-0.0,0,5001,41
5300.0,5.0,1060.0,400.0,2000.0,1600.0,0.37735849056603776,0.07547169811320754,0.2,571.314274283428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.0387666263232054,-0.0,0,5001,41
5300.0,6.0,883.3333333333334,200.0,1900.0,1700.0,0.3584905660377358,0.03773584905660377,0.16666666666666669,598.3774357005414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9868282950070449,-0.0,0,5001,41
6900.0,3.0,2300.0,1300.0,2800.0,1500.0,0.4057971014492754,0.18840579710144928,0.3333333333333333,707.1067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,1,5002,41
6900.0,3.0,2300.0,1300.0,2800.0,1500.0,0.4057971014492754,0.18840579710144928,0.3333333333333333,707.1067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.25,1121.1043662389332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2800.0,2500.0,0.4057971014492754,0.043478260869565216,0.25,1063.8961415476606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.25,1052.0812706250406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.25,1052.0812706250406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2800.0,2500.0,0.4057971014492754,0.043478260869565216,0.25,995.9292143521044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2800.0,2500.0,0.4057971014492754,0.043478260869565216,0.25,995.9292143521044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.2,1087.0142593360954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2800.0,2500.0,0.4057971014492754,0.043478260869565216,0.25,1063.8961415476606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.25,1052.0812706250406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.25,1052.0812706250406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2800.0,2500.0,0.4057971014492754,0.043478260869565216,0.25,995.9292143521044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2800.0,2500.0,0.4057971014492754,0.043478260869565216,0.25,995.9292143521044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2800.0,2600.0,0.4057971014492754,0.028985507246376812,0.2,1087.0142593360954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.117050488017128,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2700.0,2400.0,0.391304347826087,0.043478260869565216,0.25,990.8960591303207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,4.0,1725.0,300.0,2700.0,2400.0,0.391304347826087,0.043478260869565216,0.25,990.8960591303207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2700.0,2500.0,0.391304347826087,0.028985507246376812,0.2,1083.3282051160672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2700.0,2500.0,0.391304347826087,0.028985507246376812,0.2,974.4742172063866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,4.0,1725.0,1100.0,2700.0,1600.0,0.391304347826087,0.15942028985507245,0.25,617.9603547154138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,4.0,1725.0,1100.0,2700.0,1600.0,0.391304347826087,0.15942028985507245,0.25,617.9603547154138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,6.0,1150.0,200.0,2700.0,2500.0,0.391304347826087,0.028985507246376812,0.16666666666666666,824.1156876717411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.077155827730802,-0.0,0,5002,41
6900.0,3.0,2300.0,1800.0,2600.0,800.0,0.37681159420289856,0.2608695652173913,0.3333333333333333,355.9026084010437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.037261167444476,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2600.0,2400.0,0.37681159420289856,0.028985507246376812,0.2,1030.3397497913006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.037261167444476,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2600.0,2400.0,0.37681159420289856,0.028985507246376812,0.2,1030.3397497913006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.037261167444476,-0.0,0,5002,41
6900.0,4.0,1725.0,1100.0,2600.0,1500.0,0.37681159420289856,0.15942028985507245,0.25,584.700778176325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.037261167444476,-0.0,0,5002,41
6900.0,4.0,1725.0,1100.0,2600.0,1500.0,0.37681159420289856,0.15942028985507245,0.25,584.700778176325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.037261167444476,-0.0,0,5002,41
6900.0,4.0,1725.0,1300.0,2500.0,1200.0,0.36231884057971014,0.18840579710144928,0.25,491.80788932265006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9973665071581499,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2500.0,2300.0,0.36231884057971014,0.028985507246376812,0.2,762.6270385975048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9973665071581499,-0.0,0,5002,41
6900.0,5.0,1380.0,200.0,2500.0,2300.0,0.36231884057971014,0.028985507246376812,0.2,762.6270385975048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9973665071581499,-0.0,0,5002,41
5100.0,4.0,1275.0,600.0,3000.0,2400.0,0.5882352941176471,0.11764705882352941,0.25,998.4362773857929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.6192538586802905,-0.0,0,5003,41
5100.0,3.0,1700.0,700.0,2600.0,1900.0,0.5098039215686274,0.13725490196078433,0.3333333333333333,778.8880963698615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.403353344189585,-0.0,0,5003,41
5100.0,4.0,1275.0,700.0,2600.0,1900.0,0.5098039215686274,0.13725490196078433,0.25,769.3341276714559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.403353344189585,-0.0,0,5003,41
5100.0,4.0,1275.0,700.0,2600.0,1900.0,0.5098039215686274,0.13725490196078433,0.25,769.3341276714559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.403353344189585,-0.0,0,5003,41
5100.0,4.0,1275.0,700.0,2600.0,1900.0,0.5098039215686274,0.13725490196078433,0.25,769.3341276714559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.403353344189585,-0.0,0,5003,41
5100.0,3.0,1700.0,900.0,2200.0,1300.0,0.43137254901960786,0.17647058823529413,0.3333333333333333,571.5476066494083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1874528296988798,-0.0,1,5003,41
5100.0,3.0,1700.0,900.0,2200.0,1300.0,0.43137254901960786,0.17647058823529413,0.3333333333333333,571.5476066494083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1874528296988798,-0.0,0,5003,41
5100.0,3.0,1700.0,900.0,2200.0,1300.0,0.43137254901960786,0.17647058823529413,0.3333333333333333,571.5476066494083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1874528296988798,-0.0,0,5003,41
5100.0,4.0,1275.0,600.0,2000.0,1400.0,0.39215686274509803,0.11764705882352941,0.25,629.9801584177077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.079502572453527,-0.0,0,5003,41
5100.0,5.0,1020.0,600.0,2000.0,1400.0,0.39215686274509803,0.11764705882352941,0.2,503.5871324805669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.079502572453527,-0.0,0,5003,41
5100.0,5.0,1020.0,600.0,2000.0,1400.0,0.39215686274509803,0.11764705882352941,0.2,503.5871324805669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.079502572453527,-0.0,0,5003,41
5100.0,5.0,1020.0,600.0,2000.0,1400.0,0.39215686274509803,0.11764705882352941,0.2,503.5871324805669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.079502572453527,-0.0,0,5003,41
5100.0,5.0,1020.0,600.0,1800.0,1200.0,0.35294117647058826,0.11764705882352941,0.2,406.9397989875161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9715523152081744,-0.0,0,5003,41
5100.0,5.0,1020.0,700.0,1800.0,1100.0,0.35294117647058826,0.13725490196078433,0.2,396.9886648255842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9715523152081744,-0.0,0,5003,41
5100.0,5.0,1020.0,700.0,1800.0,1100.0,0.35294117647058826,0.13725490196078433,0.2,396.9886648255842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9715523152081744,-0.0,0,5003,41
5100.0,5.0,1020.0,700.0,1800.0,1100.0,0.35294117647058826,0.13725490196078433,0.2,396.9886648255842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.9715523152081744,-0.0,0,5003,41
4200.0,3.0,1400.0,500.0,2900.0,2400.0,0.6904761904761905,0.11904761904761904,0.3333333333333333,1067.707825203131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.9006956007842457,-0.0,0,5004,41
4200.0,2.0,2100.0,1700.0,2500.0,800.0,0.5952380952380952,0.40476190476190477,0.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.6385306903312464,-0.0,1,5004,41
4200.0,3.0,1400.0,500.0,2500.0,2000.0,0.5952380952380952,0.11904761904761904,0.3333333333333333,828.6535263104035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.6385306903312464,-0.0,0,5004,41
4200.0,3.0,1400.0,800.0,2500.0,1700.0,0.5952380952380952,0.19047619047619047,0.3333333333333333,778.8880963698615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.6385306903312464,-0.0,0,5004,41
4200.0,4.0,1050.0,500.0,1700.0,1200.0,0.40476190476190477,0.11904761904761904,0.25,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,1.1142008694252474,-0.0,0,5004,41
8500.0,5.0,1700.0,400.0,2500.0,2100.0,0.29411764705882354,0.047058823529411764,0.2,756.3068160475615,0.0,0.0,0.0,0.0,20.0,0.0,20.0,8.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.8096269293401452,-0.052777142857142856,0,5005,41
8500.0,5.0,1700.0,400.0,2500.0,2100.0,0.29411764705882354,0.047058823529411764,0.2,756.3068160475615,0.0,0.0,0.0,0.0,15.0,0.0,15.0,4.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.8096269293401452,-0.026388571428571428,0,5005,41
8500.0,5.0,1700.0,400.0,2500.0,2100.0,0.29411764705882354,0.047058823529411764,0.2,718.3313998427188,0.0,0.0,0.0,0.0,20.0,0.0,20.0,8.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.8096269293401452,-0.052777142857142856,0,5005,41
8500.0,5.0,1700.0,600.0,2500.0,1900.0,0.29411764705882354,0.07058823529411765,0.2,654.2170893518451,0.0,0.0,0.0,0.0,20.0,0.0,20.0,8.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.8096269293401452,-0.052777142857142856,0,5005,41
8500.0,5.0,1700.0,600.0,2500.0,1900.0,0.29411764705882354,0.07058823529411765,0.2,654.2170893518451,0.0,0.0,0.0,0.0,15.0,0.0,15.0,4.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.8096269293401452,-0.026388571428571428,0,5005,41
8500.0,5.0,1700.0,400.0,2500.0,2100.0,0.29411764705882354,0.047058823529411764,0.2,718.3313998427188,0.0,0.0,0.0,0.0,20.0,0.0,20.0,5.0,35.0,5154.285714285715,2.8,0.08163265306122448,1.0,0.8763657798782469,-0.8298571428571428,0.0,0.8096269293401452,-0.032985714285714285,0,5005,41
